rank,username,score,gold,rares,epics,legendaries,userid
1117,Antoniowfa,0.0,0.0,30,10,0,1124057555
1118,Evgeniaven77,0.0,0.0,26,6,3,828307911
1119,Sakapalihugsir,0.0,0.0,4,4,2,5952448381
1120,Mikhail_Sergeyevich,0.0,0.0,22,1,2,1213530451
1121,OdysseysShake,0.0,0.0,49,13,3,388689675
1122,iddeso,0.0,0.0,26,8,1,5483439502
1123,damkus,0.0,0.0,9,1,0,6282020409
1124,AlegBruh,0.0,0.0,141,50,9,878087332
1125,Encoridge,0.0,0.0,41,14,5,197240679
1126,6798068197,0.0,0.0,18,10,2,6798068197
1127,みついたかゆき,0.0,0.0,16,2,2,line:U35c15c41d91d9421ad7f80fe4cb41d03
1128,Denverus7,0.0,0.0,38,5,2,7354578809
1129,7817763189,0.0,0.0,12,7,1,7817763189
1130,Angeline,0.0,0.0,25,10,0,line:Uaa86a32e817eb0b8c6f1bfb209c79d06
1131,BigMoneyDok,0.0,0.0,6,4,0,350436333
1132,RB116,0.0,0.0,26,10,4,407926679
1133,choypayatot,0.0,0.0,24,4,2,1857394009
1134,VRcrypto8i,0.0,0.0,1,2,2,665324416
1135,onlinemoney1,0.0,0.0,30,12,3,284063081
1136,Giniphg,0.0,0.0,15,4,1,7219031801
1137,alekseyjke,0.0,0.0,18,14,3,470385772
1138,Ar999an,0.0,0.0,40,9,1,628990508
1139,MrMeliafaro,0.0,0.0,56,22,2,244954118
1140,kanna,0.0,0.0,38,17,5,line:Uda772573bc2145e9c5f73650a6fdb9b9
1141,Kingz671,0.0,0.0,149,49,12,8090431432
1142,yalomask,0.0,0.0,23,9,3,846523374
1143,ﾏﾓﾙ,0.0,0.0,49,19,2,line:U9a0d9f866ba8cf5acf44e26662055454
1144,Irina,0.0,0.0,103,32,5,line:Ua13635233be50e6880a718969b735733
1145,will_be_added,0.0,0.0,63,17,5,781800640
1146,h4dezgaming,0.0,0.0,15,7,3,6952017186
1147,Saint_Anger1983,0.0,0.0,16,7,2,1808577510
1148,Keniu14,0.0,0.0,3,1,1,5239126731
1149,廖允寅,0.0,0.0,29,13,3,line:U8b7dc5a1aa10caa6272feaa0d4925060
1150,samogon67,0.0,0.0,5,0,0,430185413
1151,Kirakyro,0.0,0.0,51,12,7,347761451
1152,Sorky17,0.0,0.0,2,2,1,5367160366
1153,michallenge,0.0,0.0,56,21,3,634273802
1154,h0pk1n,0.0,0.0,4,1,0,453554672
1155,Mikhailmira1145,0.0,0.0,23,10,2,1722631291
1156,Salvador05,0.0,0.0,30,14,1,7219388123
1157,Chanix10,0.0,0.0,11,3,1,1021885012
1158,PunkToFunk,0.0,0.0,7,3,0,647297901
1159,cwbandreluiz,0.0,0.0,28,13,4,1743056781
1160,vosto4nuibriz,0.0,0.0,55,18,2,751595531
1161,Trickster2212,0.0,0.0,5,0,0,5125057367
1162,Valdomero14,0.0,0.0,25,18,2,6429699876
1163,NinaDa19,0.0,0.0,21,4,0,5051619768
1164,渡邊翔太,0.0,0.0,16,7,2,line:U7b9e4d7a45756668d5b2b1ec6f468e36
1165,Skrillvip,0.0,0.0,59,24,2,742264856
1166,Kingjoab,0.0,0.0,111,43,11,2135000748
1167,MaSIV_VRN,0.0,0.0,46,13,1,6815292496
1168,ゆきちょ,0.0,0.0,23,10,2,line:U773561f7f26991d9edfb6b5a49519af8
1169,本久 雅人,0.0,0.0,4,1,0,line:U8ee1ff09888d9dc48076fd817c1ab897
1170,MikhailDibrivny,0.0,0.0,5,0,0,96638113
1171,Masahiko,0.0,0.0,41,5,4,line:Uc90202784eaa1de323fdbb39d834cacd
1172,はる,0.0,0.0,23,8,4,line:U0d43fe72d9a9fd42a66eed2b1706848f
1173,7622298574,0.0,0.0,16,8,1,7622298574
1174,fonam,0.0,0.0,11,4,0,283839219
1175,3ごっと,0.0,0.0,8,2,0,line:U570d306ee91dfd4d5d9b76d5ec2a9da9
1176,Alexeyy_dem,0.0,0.0,40,12,3,348869324
1177,SSP208,0.0,0.0,2,3,0,7192430222
1178,mutabro,0.0,0.0,24,5,1,598505095
1179,kyr57,0.0,0.0,138,60,12,431535119
1180,DennnnyN,0.0,0.0,10,5,0,2018958003
1181,Crazyy_88,0.0,0.0,15,8,2,5730458783
1182,Greglok,0.0,0.0,170,62,18,6726152820
1183,Temlis0l,0.0,0.0,71,18,6,1567294389
1184,N.H,0.0,0.0,14,9,2,line:U3567db9976fd37eaa62cfd2e1ac84424
1185,welnnott,0.0,0.0,24,10,1,8050595721
1186,Dmitrii_Dyldin,0.0,0.0,21,3,1,1184341156
1187,targetinsta,0.0,0.0,5,0,0,288599645
1188,vitr78,0.0,0.0,32,14,4,702714386
1189,Ibin,0.0,0.0,14,5,1,line:Ua53ccdfc5c5908664d02bae0e3aeac4b
1190,xelamor,0.0,0.0,6,4,0,281535834
1191,keitakob,0.0,0.0,11,4,0,1879396223
1192,KRIPTOGOLIK7,0.0,0.0,5,0,0,726196602
1193,822427961,0.0,0.0,8,7,0,822427961
1194,7565923353,0.0,0.0,2,3,0,7565923353
1195,綾乃,0.0,0.0,31,9,0,line:U3b2d97bf384b29a3f706225d6e3992d6
1196,Serz1988,0.0,0.0,102,34,9,5201236225
1197,mgndoc,0.0,0.0,42,8,0,578044015
1198,7918599962,0.0,0.0,12,6,2,7918599962
1199,capjoe38,0.0,0.0,6,8,1,505285016
1200,YasenkaL,0.0,0.0,58,16,6,907068135
1201,まいかわ,0.0,0.0,50,16,4,line:Ud317544cb9665bc7721666a86c76a7c2
1202,frolov427,0.0,0.0,3,1,1,541943184
1203,ZhNiNa,0.0,0.0,45,14,1,1341445626
1204,jay,0.0,0.0,3,2,0,line:Uf4afdba32e5ae0e619432945c9779c35
1205,AethersTele,0.0,0.0,38,15,2,1538931570
1206,OnlineGSPD,0.0,0.0,35,5,0,450605168
1207,Jurgazh,0.0,0.0,27,7,1,7507701662
1208,6777471416,0.0,0.0,28,5,2,6777471416
1209,Lacremeowsa,0.0,0.0,64,17,4,5470811093
1210,Taniortv,0.0,0.0,14,6,0,6569525116
1211,HaDoan1985,0.0,0.0,14,6,0,1883068139
1212,VladyslavRzh,0.0,0.0,9,6,0,1964336185
1213,gabminhchau,0.0,0.0,46,17,2,5248950411
1214,dastxrd,0.0,0.0,17,6,2,1761505662
1215,8175556003,0.0,0.0,79,22,9,8175556003
1216,pssydestroyer420,0.0,0.0,31,13,6,1556705489
1217,Vasilius12,0.0,0.0,65,26,4,1291748608
1218,olgaMarcen,0.0,0.0,32,7,1,5955806669
1219,d1arab,0.0,0.0,10,4,1,374646391
1220,nkarmazova,0.0,0.0,33,18,4,330740690
1221,snow_illustration,0.0,0.0,33,10,2,6844594341
1222,Phoenix_f1re,0.0,0.0,4,0,1,890094493
1223,7001219252,0.0,0.0,8,2,0,7001219252
1224,Aleksey_Arta,0.0,0.0,69,27,4,363531306
1225,VladStankevich,0.0,0.0,3,2,0,741465103
1226,Vitalii_200000,0.0,0.0,13,6,1,5352663364
1227,ronaldrei3030,0.0,0.0,33,10,2,6407555829
1228,brokechanski,0.0,0.0,14,6,0,1094264431
1229,1288660628,0.0,0.0,13,7,0,1288660628
1230,krikitalmas,0.0,0.0,18,5,2,1754966012
1231,Es,0.0,0.0,31,9,0,line:Uad50d9bd36448826ca8cb7720483ca2f
1232,Rayzen61,0.0,0.0,153,48,14,8063403568
1233,voxyear,0.0,0.0,19,8,3,5169559031
1234,LeoBroncos,0.0,0.0,176,48,6,579515680
1235,killtheplanet,0.0,0.0,50,18,2,683611750
1236,MarksonL33t,0.0,0.0,842,300,58,819325194
1237,TohaLegendtwt,0.0,0.0,5,0,0,641487356
1238,Aaxxeel,0.0,0.0,25,13,2,660069237
1239,viktory1988,0.0,0.0,10,3,2,5195234758
1240,Panker85,0.0,0.0,26,7,2,5449774030
1241,ZnNelly,0.0,0.0,13,2,0,7107588325
1242,Michael_Unknown,0.0,0.0,17,6,2,343029311
1243,Kazuki Oshima,0.0,0.0,10,5,0,line:U0da4c1df7d120db28700b39b004f1104
1244,mnb550,0.0,0.0,38,13,4,319926394
1245,JPlotitsyna,0.0,0.0,32,8,5,547636436
1246,EvGeN5587,0.0,0.0,17,7,1,1285133007
1247,gora123321,0.0,0.0,188,80,7,565653479
1248,wasimrizko,0.0,0.0,37,18,0,5217772339
1249,Kostyayarmol,0.0,0.0,10,5,0,1045710945
1250,Aleks_pion_3,0.0,0.0,3,1,1,372099716
1251,SergeyKob,0.0,0.0,10,0,0,1098398947
1252,ykot10,0.0,0.0,35,14,1,5831113095
1253,Umarbek9119,0.0,0.0,155,54,6,548509032
1254,gridayulya,0.0,0.0,21,3,1,641684700
1255,はらだ,0.0,0.0,42,12,1,line:U226f3520c665c2e7bf14985cba725a4e
1256,pidzhakov7,0.0,0.0,27,7,1,5050024706
1257,meet_myself,0.0,0.0,3,1,1,373385727
1258,helloavax,0.0,0.0,2,2,1,961111923
1259,djeansu,0.0,0.0,44,18,3,7534110371
1260,873541594,0.0,0.0,8,2,0,873541594
1261,Mark,0.0,0.0,29,9,2,line:Ue792766f9f006ed3973d9e73d579855c
1262,P_Evstyunin,0.0,0.0,27,5,3,633530236
1263,OneDesire,0.0,0.0,30,18,2,1289282341
1264,Paul_11112,0.0,0.0,4,1,0,2014695727
1265,TarasovArtur,0.0,0.0,4,1,0,371042856
1266,Yaw0_0,0.0,0.0,68,29,3,7750723280
1267,776937055,0.0,0.0,28,10,2,776937055
1268,YUHUYKI,0.0,0.0,6,3,1,6924866314
1269,fishchukkonstanti,0.0,0.0,68,23,4,1807087416
1270,6975353066,0.0,0.0,59,33,3,6975353066
1271,demy_btc,0.0,0.0,31,7,2,5305424270
1272,Du Ft,0.0,0.0,234,82,19,line:Uedf0787c691219ce940e6ff0a5af1148
1273,sorichua,0.0,0.0,4,1,0,7806248755
1274,VovanGreck,0.0,0.0,6,4,0,882356543
1275,Phụng ,0.0,0.0,12,8,0,line:U582d1e53a30aa0d9a9eeddb1671c43cc
1276,Lapin7774,0.0,0.0,14,5,1,355371571
1277,Ez_ppp,0.0,0.0,32,7,1,2011840113
1278,Torvald619,0.0,0.0,8,1,1,1733099513
1279,Anne156,0.0,0.0,28,11,1,7086375196
1280,Worden_Aleksandr,0.0,0.0,15,5,0,741113595
1281,IXABPyHl,0.0,0.0,42,16,2,1057946482
1282,野村 雅俊,0.0,0.0,28,5,2,line:U0e32d7f4a3f0ce31d74213633aa5a2d7
1283,Spitfirest,0.0,0.0,28,11,1,1112068682
1284,Syzygy28,0.0,0.0,31,7,2,1413946759
1285,AndreyR33,0.0,0.0,5,5,0,434391871
1286,TheLordConstantine,0.0,0.0,238,88,14,127429318
1287,minhxm,0.0,0.0,931,363,71,1625181072
1288,CryptoReaper69,0.0,0.0,39,22,4,1614076773
1289,novkaterina11,0.0,0.0,24,9,2,447201142
1290,dinamitdao,0.0,0.0,45,17,3,6241700657
1291,Liarhmwt1,0.0,0.0,61,26,3,8136698412
1292,takataka4121,0.0,0.0,16,8,1,933089790
1293,POV10Bot,0.0,0.0,17,2,1,386067292
1294,W_T_Fedor,0.0,0.0,18,11,1,53648993
1295,Linou_TG,0.0,0.0,5,0,0,5174558056
1296,ykot28,0.0,0.0,31,17,2,407963883
1297,DotterAfro,0.0,0.0,29,9,2,1386942734
1298,gameten,0.0,0.0,70,23,2,1187604414
1299,Zaa1900,0.0,0.0,71,23,1,1395815073
1300,zazamirrr,0.0,0.0,2,3,0,5022336319
1301,ckghdtjd,0.0,0.0,4,1,0,6180321567
1302,doktor_lektor1,0.0,0.0,144,53,13,5401258355
1303,minhminh49,0.0,0.0,9,4,2,5929825966
1304,h2zoro,0.0,0.0,318,91,21,7524748979
1305,jerico,0.0,0.0,14,2,4,line:U774ed25b4245b24474ac76e0f15fc25c
1306,L33Marvin,0.0,0.0,12,2,1,5887176212
1307,SanyaLA0630,0.0,0.0,6,2,2,2074046420
1308,Leo87_leo,0.0,0.0,27,12,1,5929939789
1309,kartuz1004,0.0,0.0,15,2,3,7914463717
1310,accohmismo,0.0,0.0,8,2,0,1379135399
1311,GluskinV,0.0,0.0,8,1,1,448280887
1312,Luxxy67,0.0,0.0,134,54,17,8131265277
1313,malmon213,0.0,0.0,19,5,1,2020422457
1314,Mixanik0704,0.0,0.0,48,15,2,6611940895
1315,meichien611,0.0,0.0,39,18,3,904611928
1316,RomaPQ17,0.0,0.0,16,3,1,1115878697
1317,Nikonov_A_V,0.0,0.0,10,5,0,311581099
1318,antoha_133,0.0,0.0,172,75,13,1050361109
1319,kaito,0.0,0.0,8,2,0,line:Uf700e68e6712ae303a63928456226f9e
1320,Jurez27,0.0,0.0,177,58,10,5761303769
1321,Jaeger52,0.0,0.0,6,4,0,683287911
1322,Oleglom11,0.0,0.0,12,7,1,456894336
1323,Beregovoy9187,0.0,0.0,39,12,4,1325797334
1324,Savdeev75,0.0,0.0,8,2,0,709511256
1325,nastasiya_vyl,0.0,0.0,46,11,3,585340352
1326,Surprise9011,0.0,0.0,40,10,10,1274270464
1327,1074249391,0.0,0.0,3,2,0,1074249391
1328,國分康裕,0.0,0.0,4,1,0,line:U31c01935864b2ea73b03ec10e8a53442
1329,7783971090,0.0,0.0,18,6,1,7783971090
1330,AlekseiTimoschuk,0.0,0.0,26,13,1,884534574
1331,7860480139,0.0,0.0,6,2,2,7860480139
1332,FennecusFL,0.0,0.0,344,151,25,816970547
1333,kengogogo,0.0,0.0,4,0,1,507839679
1334,7321979515,0.0,0.0,7,2,1,7321979515
1335,oleg_5_8_1,0.0,0.0,6,3,1,7609024217
1336,mnm.,0.0,0.0,8,1,1,line:U191c16e15c2561533038b7a115f0d443
1337,kikihidden,0.0,0.0,13,7,0,6263378418
1338,BUDDA74,0.0,0.0,9,1,0,5909816657
1339,fismoluni,0.0,0.0,20,8,2,251004942
1340,GLORIA1164,0.0,0.0,14,1,0,328310855
1341,darlay,0.0,0.0,29,9,2,570813183
1342,NFT Collector,0.0,0.0,34,11,5,line:U5c4b89842556369c5f6a466ee1ee6d65
1343,ttazzikk,0.0,0.0,153,42,15,369064921
1344,つるみたび,0.0,0.0,12,3,0,line:Ue44ba3c3ad5035c1e01a4aced06b3ea8
1345,Igor_Bondarev,0.0,0.0,172,49,14,373056971
1346,Alessio 2.0,0.0,0.0,507,191,37,line:U2db0eea93f03ca1d266feb8f03421673
1347,ivanykovych02,0.0,0.0,47,25,3,1148642184
1348,Mustafaalbulushi,0.0,0.0,51,7,2,5530461419
1349,Shimiz,0.0,0.0,44,8,3,line:U303465d1f3253e2ae6656d2d4c7e6053
1350,dlsllgs,0.0,0.0,83,28,9,1408411748
1351,ばば,0.0,0.0,32,10,3,line:Ufd1ac65e9bf5aaa6e50506440349dc3b
1352,Arling49,0.0,0.0,12,7,1,727665827
1353,keisuke1987,0.0,0.0,235,76,9,65671538
1354,khrystynapysarenko,0.0,0.0,7,2,1,7888682420
1355,神藤 大輔,0.0,0.0,52,23,5,line:Ud5519d3b2bd0828d25417c39bfdba97b
1356,kazuki.k,0.0,0.0,15,3,2,line:Ufbe760f1e6b1e374b30408782dff70ee
1357,dulinec,0.0,0.0,134,47,14,6310875478
1358,egoiste_M13,0.0,0.0,2,3,0,193547350
1359,pseehoon,0.0,0.0,15,7,3,5434823436
1360,Jonii42cm,0.0,0.0,164,53,13,7271712322
1361,Nanoveiper,0.0,0.0,2,2,1,1840643217
1362,DimaGanja,0.0,0.0,59,17,9,5185878316
1363,oZoransky,0.0,0.0,22,12,1,353688937
1364,Artem,0.0,0.0,21,3,1,line:U2bd039ec5777c3495940fbe839d71262
1365,Eidolon2244,0.0,0.0,28,7,0,490031968
1366,ZkoyDreyk,0.0,0.0,2,3,0,5241334534
1367,ilyuxa,0.0,0.0,61,14,5,46681647
1368,flameford,0.0,0.0,28,12,0,510821661
1369,Ronin_Zzz,0.0,0.0,8,2,0,1156945358
1370,Segos276,0.0,0.0,17,4,4,1983194952
1371,Shtorm13777,0.0,0.0,27,17,1,5247087710
1372,kryptoable,0.0,0.0,41,12,2,5554666134
1373,razzpixels,0.0,0.0,18,4,3,6689182620
1374,Nikolay_Veretennikov,0.0,0.0,58,21,1,308421316
1375,6453587748,0.0,0.0,64,27,4,6453587748
1376,Mario1988z,0.0,0.0,15,5,0,5333025340
1377,Kubudak89,0.0,0.0,52,16,2,1303436578
1378,Superstupidboy,0.0,0.0,239,82,19,7517575512
1379,Adam,0.0,0.0,4,1,0,line:Ueb436c6e6704c212e552b0be1de6fc03
1380,hzhsjsjdd,0.0,0.0,8,2,0,7231847322
1381,shamidvisas,0.0,0.0,4,1,0,331937266
1382,Vlad2802,0.0,0.0,10,5,0,47047315
1383,Blact67,0.0,0.0,153,46,11,8068831401
1384,8160775316,0.0,0.0,28,5,2,8160775316
1385,大井,0.0,0.0,3,1,1,line:U5eaa66954eb9cea56ae6b7615e317f04
1386,vasyltsurkan,0.0,0.0,15,10,0,1021660761
1387,Alex_tgbot,0.0,0.0,17,3,0,210721038
1388,alex61354024,0.0,0.0,17,5,3,5658187060
1389,7851899909,0.0,0.0,56,15,4,7851899909
1390,shecallmedante,0.0,0.0,74,23,8,534698483
1391,hoanghentaiz,0.0,0.0,3,1,1,8144809841
1392,Bubu,0.0,0.0,24,6,0,line:U6ff71915c3d12f7ec11f56658619d5c2
1393,NPonamarev,0.0,0.0,5,5,0,1579529627
1394,Zulkifli,0.0,0.0,10,5,0,line:U0fe77a32d7cee6d8ae9c35710db11ff8
1395,yuzuyuzu114992,0.0,0.0,22,7,1,5190913784
1396,Aleks_trey,0.0,0.0,3,2,0,411819356
1397,6069402149,0.0,0.0,13,6,1,6069402149
1398,linhquat,0.0,0.0,4,1,0,7964628656
1399,8087257421,0.0,0.0,19,9,2,8087257421
1400,SKserge,0.0,0.0,55,28,7,1442295192
1401,5718416241,0.0,0.0,25,5,0,5718416241
1402,XTVV_S,0.0,0.0,13,2,0,1071605837
1403,marco503sv,0.0,0.0,62,19,4,6796837228
1404,daxdaxy,0.0,0.0,28,10,2,1229692545
1405,TimewarriorR,0.0,0.0,561,205,34,5029594370
1406,XABPyH,0.0,0.0,27,7,1,5142914287
1407,Goodbye_Youth,0.0,0.0,8,4,3,570308645
1408,drgreen25,0.0,0.0,5,0,0,1035636533
1409,7671997303,0.0,0.0,54,21,5,7671997303
1410,snatali_5_7,0.0,0.0,210,83,17,5707107257
1411,shinchills,0.0,0.0,25,10,0,5141545225
1412,7944636569,0.0,0.0,3,1,1,7944636569
1413,Mysyas_house,0.0,0.0,71,39,5,344358595
1414,LeonenkoIlya,0.0,0.0,46,24,5,422666402
1415,6227289254,0.0,0.0,80,29,6,6227289254
1416,xHardBeastYGG,0.0,0.0,106,38,6,7414719808
1417,7051055759,0.0,0.0,7,2,1,7051055759
1418,treun56,0.0,0.0,43,20,2,6949088266
1419,Salim1984,0.0,0.0,69,17,4,1886492353
1420,Roller2007,0.0,0.0,15,13,2,1836025634
1421,1586104071,0.0,0.0,31,7,2,1586104071
1422,Arktic85,0.0,0.0,4,0,1,657469831
1423,ghdtka13879,0.0,0.0,5,0,0,2139077754
1424,alifka87,0.0,0.0,33,8,4,1024613699
1425,Buttehnikaa,0.0,0.0,20,4,1,6675115293
1426,Borisovdp,0.0,0.0,30,7,3,337286218
1427,Mixafgh232,0.0,0.0,26,9,0,5081546241
1428,421379017,0.0,0.0,17,8,0,421379017
1429,chlxbrg,0.0,0.0,108,44,3,362746377
1430,sidnei_safs,0.0,0.0,42,16,2,5276473841
1431,AndreyKar,0.0,0.0,61,14,5,408268536
1432,felicedm,0.0,0.0,46,13,1,504650617
1433,Ourgalaxy0907,0.0,0.0,23,6,1,476283381
1434,phongvuusdt,0.0,0.0,72,36,7,7953727575
1435,cryptodze,0.0,0.0,151,56,8,1320384195
1436,1544756804,0.0,0.0,32,14,4,1544756804
1437,かずき,0.0,0.0,46,13,6,line:U3355b2e9cb04924beefb3095b27d0bd1
1438,fourrhipov,0.0,0.0,15,4,1,197899394
1439,chamuchamu,0.0,0.0,2,3,0,5730025709
1440,Nikipka,0.0,0.0,20,8,2,1596133844
1441,seannelsonnhb,0.0,0.0,23,11,1,7083376036
1442,ニッタ,0.0,0.0,16,8,1,line:Ua71ee4a2501a4be415ae8da3a6fd9ba0
1443,jant03,0.0,0.0,32,15,3,5009998565
1444,JHStudiovisual,0.0,0.0,20,5,0,1607486082
1445,Tiraeli,0.0,0.0,67,28,5,5751743236
1446,AndrAndrews,0.0,0.0,18,9,3,1120553025
1447,KIG6060,0.0,0.0,51,11,3,517400935
1448,Hychick,0.0,0.0,15,5,0,503643382
1449,magvaer,0.0,0.0,46,9,5,99159510
1450,Bekbol01,0.0,0.0,49,15,6,line:Uac94df4916048035d23818eca22e3fad
1451,8127443514,0.0,0.0,56,13,6,8127443514
1452,legus_acc,0.0,0.0,13,1,1,1383535771
1453,keisuke_m,0.0,0.0,4,1,0,6366888338
1454,CamHui,0.0,0.0,76,28,1,6209876296
1455,Vladimir_crypta,0.0,0.0,48,15,2,6234324905
1456,Spasist7,0.0,0.0,4,1,0,400401290
1457,kharosar,0.0,0.0,7,3,0,5503041647
1458,redexed,0.0,0.0,23,14,3,405670923
1459,lilnkspb,0.0,0.0,11,2,2,1188238870
1460,Savelyev_I,0.0,0.0,17,8,0,163239610
1461,Jwnguyen,0.0,0.0,22,18,5,6215970316
1462,けん,0.0,0.0,34,14,2,line:U8d7718b151d1c4b931db82dbbda1f5bd
1463,8146163487,0.0,0.0,241,91,13,8146163487
1464,Skadie_Leo,0.0,0.0,6,4,0,923812007
1465,baltikaNEON,0.0,0.0,8,2,0,472448430
1466,pilip_chyk,0.0,0.0,4,0,1,460137417
1467,1814968751,0.0,0.0,11,6,3,1814968751
1468,gusobnim,0.0,0.0,34,9,2,1472237454
1469,7002560227,0.0,0.0,31,16,3,7002560227
1470,lebih,0.0,0.0,29,6,0,line:Uebe390a0e1863da5e1901ef2401878a3
1471,7468714637,0.0,0.0,65,22,8,7468714637
1472,GWprp,0.0,0.0,31,11,3,174430893
1473,ImSkuf,0.0,0.0,8,2,0,1913333793
1474,福居　哲,0.0,0.0,22,11,2,line:U9dce09dd2b976a30cc7ef43a17626fdf
1475,incowisky,0.0,0.0,72,19,4,line:Udd9e8bb28d53fdb8b8e1138ab404ac9e
1476,大輔,0.0,0.0,69,29,7,line:U38ae97140f7e7204c8d708be75c9a94a
1477,Drop_Sunny,0.0,0.0,51,23,6,6374296261
1478,Tohadrums,0.0,0.0,39,11,0,788785364
1479,domasniy,0.0,0.0,48,18,4,428516174
1480,7165059878,0.0,0.0,25,9,1,7165059878
1481,Lumia_scam,0.0,0.0,101,29,5,6994622730
1482,sparkledao,0.0,0.0,79,43,13,6653657312
1483,sparkle_DAO,0.0,0.0,93,32,15,6631792962
1484,熊谷　晋兵,0.0,0.0,37,9,4,line:U654b5022df33fccf4c0e4d571356f854
1485,Chorollo273,0.0,0.0,134,46,10,7642048405
1486,RapRapper,0.0,0.0,8,2,0,1299770208
1487,Altonxyz,0.0,0.0,4,1,0,2011799579
1488,tgram_market,0.0,0.0,164,66,10,6687579264
1489,Securablen,0.0,0.0,64,23,3,6716653788
1490,lufiot,0.0,0.0,5,0,0,6806532207
1491,lydnar69,0.0,0.0,4,1,0,6506340813
1492,gray_card,0.0,0.0,37,9,4,7061775079
1493,BBC1389,0.0,0.0,111,54,5,842229606
1494,levite2509,0.0,0.0,100,40,5,585323093
1495,Ilyas28,0.0,0.0,2,3,0,384147075
1496,Liza_Podavan,0.0,0.0,162,62,16,7905402865
1497,genjek1219,0.0,0.0,4,1,0,line:Ub708e25e7916930e011c2584416a9202
1498,oktvnazy,0.0,0.0,71,28,6,7926857479
1499,alex1198,0.0,0.0,12,3,0,182596
1500,Maksnuts,0.0,0.0,81,36,8,1135810124
1501,2093798465,0.0,0.0,373,155,32,2093798465
1502,7560076504,0.0,0.0,22,3,0,7560076504
1503,ともや,0.0,0.0,4,1,0,line:Ub26a8c0ef320ae1d0331f87d887b9ca2
1504,mariyaogi,0.0,0.0,24,4,2,821631231
1505,kab_s,0.0,0.0,34,9,2,866536859
1506,1254199134,0.0,0.0,45,16,4,1254199134
1507,8160637644,0.0,0.0,50,13,7,8160637644
1508,n_i_n_a_o,0.0,0.0,40,23,2,793283539
1509,MrBigPand,0.0,0.0,140,42,8,1319359943
1510,minhairov,0.0,0.0,33,7,0,620390049
1511,max1fc,0.0,0.0,8,5,2,377163189
1512,Vladislav_43,0.0,0.0,44,19,2,308120399
1513,Joyce,0.0,0.0,13,10,2,line:U28ef86c0cfc37edcb3e84c1931a3c614
1514,ijordan24,0.0,0.0,20,2,3,1170300853
1515,Limistea,0.0,0.0,71,14,5,6930583808
1516,Zheka35,0.0,0.0,3,1,1,291297200
1517,Tulibad,0.0,0.0,44,9,2,414435554
1518,Soln_shka89,0.0,0.0,24,2,4,964136356
1519,Tiksa278,0.0,0.0,157,45,8,7578200928
1520,àlart,0.0,0.0,11,4,0,line:Ucbf9e8f9a9f2e0ba432d3eafad192bed
1521,gridz21,0.0,0.0,41,12,2,385105124
1522,Aziat_Dikiy,0.0,0.0,23,14,3,1126565403
1523,chrysler777,0.0,0.0,46,16,3,5100373117
1524,Specialk2k,0.0,0.0,163,52,15,1850048203
1525,Quang Ninh,0.0,0.0,18,5,2,line:U49988407f84c180f1707bd5d4bedde46
1526,7689525119,0.0,0.0,163,50,7,7689525119
1527,Pocokongz,0.0,0.0,25,12,3,827319341
1528,みやざわHM,0.0,0.0,25,9,1,line:U0720625828bbe80671e59e101aae58fb
1529,Cicatrix_2040,0.0,0.0,5,0,0,6952206059
1530,Hamstik,0.0,0.0,46,8,1,line:U4676ae53f11ae24639e230315df93763
1531,mithraize_chicken,0.0,0.0,4,1,0,7458949863
1532,Ptero77,0.0,0.0,81,35,4,233627833
1533,Samurai Jack,0.0,0.0,22,7,1,line:Uacbd0756f57d91454f95e5aa6e843525
1534,Kanamiis,0.0,0.0,16,4,0,7375382162
1535,grishabaratrum,0.0,0.0,16,3,1,1034605075
1536,DedikAlles,0.0,0.0,30,8,2,556602475
1537,PROCLESSS,0.0,0.0,11,3,1,824228851
1538,dimatag,0.0,0.0,187,64,14,117674425
1539,F3AR234,0.0,0.0,31,7,2,697724412
1540,marqusNZ,0.0,0.0,5,0,0,124854649
1541,AlexanderHamilton07061992,0.0,0.0,50,24,6,7329334237
1542,LewanowP,0.0,0.0,11,3,1,1036009578
1543,panisheer,0.0,0.0,15,10,0,595108249
1544,heavymetalinmybrain,0.0,0.0,18,7,0,393564236
1545,Dinhthekha,0.0,0.0,32,6,2,7459648601
1546,5845884888,0.0,0.0,32,13,0,5845884888
1547,quanpit,0.0,0.0,4,1,0,7924586021
1548,fitrifin,0.0,0.0,28,6,1,6388811961
1549,SS095,0.0,0.0,80,19,1,456200245
1550,emmendoza,0.0,0.0,55,29,1,441438828
1551,GermaniaADA,0.0,0.0,33,20,2,6016055348
1552,mrlife686,0.0,0.0,43,20,2,251923174
1553,AttachmentMan,0.0,0.0,38,20,2,448231327
1554,hiob23,0.0,0.0,85,26,4,5106501384
1555,山嵜 良太,0.0,0.0,31,12,2,line:U132448138f5f3a39187295adbdbbdfd2
1556,Kko_kalter,0.0,0.0,135,49,16,430119360
1557,NirvanaDobriy,0.0,0.0,31,12,2,line:U887e83a6539002376f7d2295bef5b4b0
1558,stillness ,0.0,0.0,60,21,4,line:U8cea587df8a6f7fa9c74cee3406d23e0
1559,w1ggaa,0.0,0.0,4,1,0,879253518
1560,Hooks63,0.0,0.0,132,45,18,6175911742
1561,Lizkania,0.0,0.0,21,3,1,8050310914
1562,Hinzika,0.0,0.0,12,5,3,8312570734
1563,TC,0.0,0.0,47,21,7,line:U3050489c20dc88481e4307e5943c7551
